position_id,source,name,keyword,tier,optional,decision,reason,df,opt_recall
beer:30447,beer,Catherine The Great,catherine-the-great,drop,,drop,opt_recall<2,6,0
beer:30448,beer,Quirinus,quirinus,drop,,drop,opt_recall<2,5,0
beer:30450,beer,Pale Ale,pale,smiec,,drop,styl/generyk,203,0
beer:30452,beer,Black Cherry Weizen/Lambic,black-cherry,drop,,drop,opt_recall<2,10,0
beer:30453,beer,Brown Ale,brown,smiec,,drop,styl/generyk,2205,0
beer:30454,beer,Sweet Stout,sweet,smiec,,drop,styl/generyk,1862,0
beer:30455,beer,Amber Ale,amber,smiec,,drop,styl/generyk,457,0
beer:30458,beer,Tegernsee Dunkel,tegernsee,drop,,drop,opt_recall<2,43,0
beer:30461,beer,Flagship Ale,flagship,drop,,drop,opt_recall<2,81,0
beer:30462,beer,Seismic IPA,seismic,drop,,drop,opt_recall<2,33,0
beer:30463,beer,Red Carpet Ale,red-carpet,drop,,drop,DF>cap_pospolite,1295,0
beer:30464,beer,Black Bear Porter,black-bear,drop,,drop,opt_recall<2,50,1
beer:30466,beer,Tuppers Holy Hop Ale,tuppers,drop,,drop,opt_recall<2,4,0
beer:30475,beer,Three Kings,three-kings,drop,,drop,opt_recall<2,4,0
beer:30476,beer,Halo,halo,drop,,drop,DF>cap_pospolite,266,0
beer:30481,beer,Alchemy Ale,alchemy,drop,,drop,DF>cap_pospolite,208,0
beer:30487,beer,Hooligan,hooligan,drop,,drop,opt_recall<2,17,0
beer:30491,beer,Springfest,springfest,drop,,drop,opt_recall<2,2,0
beer:30494,beer,Pitch Black IPA,pitch-black,drop,,drop,opt_recall<2,7,0
beer:30495,beer,Nelson Imperial IPA,nelson-imperial,drop,,drop,opt_recall<2,1,0
beer:30496,beer,Falconer's IPA,falconers,drop,,drop,opt_recall<2,1,1
beer:30504,beer,Bourbon Bock,bourbon,smiec,,drop,styl/generyk,216,0
beer:30506,beer,Dortmunder Lager,dortmunder,drop,,drop,opt_recall<2,17,0
beer:30507,beer,Black Dynamite,black-dynamite,drop,,drop,opt_recall<2,4,0
beer:30508,beer,Cherry Bomb,cherry-bomb,drop,,drop,opt_recall<2,9,0
beer:30509,beer,Vienna Lager,vienna,smiec,,drop,styl/generyk,126,0
beer:30515,beer,Ur Alt,ur,smiec,,drop,token<=2,206,0
beer:30516,beer,Belgian Wit,belgian,smiec,,drop,styl/generyk,81,0
beer:30518,beer,American Bitter Ale,american,smiec,,drop,styl/generyk,5697,0
beer:30519,beer,Milk Stout,milk,smiec,,drop,styl/generyk,797,0
beer:30521,beer,Czech Pilsner,czech,smiec,,drop,styl/generyk,122,0
beer:30522,beer,Brown Porter,brown,smiec,,drop,styl/generyk,2205,0
beer:30523,beer,Blonde Ale,blonde,smiec,,drop,styl/generyk,450,0
beer:30527,beer,Mai Bock,mai,drop,,drop,DF>cap_pospolite,4090,0
beer:30529,beer,Alt,alt,smiec,,drop,styl/generyk,434,0
beer:30535,beer,Van Helles,van,drop,,drop,DF>cap_pospolite,5652,2
beer:30537,beer,Red Bier,red,smiec,,drop,styl/generyk,6753,0
beer:30538,beer,Terry's Porter,terrys,drop,,drop,opt_recall<2,4,0
beer:30545,beer,Migration Pale Ale (MPA),migration,drop,,drop,opt_recall<2,199,1
beer:30546,beer,Red Ale,red,smiec,,drop,styl/generyk,6753,0
beer:30555,beer,Dunkel Weizen,dunkel,smiec,,drop,styl/generyk,11,0
beer:30568,beer,Pale Lager,pale,smiec,,drop,styl/generyk,203,0
beer:30570,beer,Black IPA,black,smiec,,drop,styl/generyk,9274,0
beer:30571,beer,Germanfest Bier,germanfest,drop,,drop,opt_recall<2,1,0
beer:30573,beer,Station Porter,station,drop,,drop,DF>cap_pospolite,1420,3
beer:30579,beer,Red Racer Stout,red-racer,drop,,drop,opt_recall<2,1,0
beer:30580,beer,Imperial Porter,imperial,smiec,,drop,styl/generyk,240,0
beer:30584,beer,Springboard Lager,springboard,drop,,drop,opt_recall<2,84,0
beer:30585,beer,Red Racer Lager,red-racer,drop,,drop,opt_recall<2,1,0
beer:30586,beer,Red Racer IPA,red-racer,drop,,drop,opt_recall<2,1,0
beer:30589,beer,Red Racer Saison,red-racer,drop,,drop,opt_recall<2,1,0
beer:30591,beer,Alt,alt,smiec,,drop,styl/generyk,434,0
beer:30592,beer,Jagged Little Pilsner,jagged-little,drop,,drop,opt_recall<2,1,0
beer:30593,beer,Red Racer ESB,red-racer,drop,,drop,opt_recall<2,1,0
beer:30597,beer,Red Racer Dunkel,red-racer,drop,,drop,opt_recall<2,1,0
beer:30600,beer,Copper Bock,copper,drop,,drop,DF>cap_pospolite,289,0
beer:30609,beer,Oktoberfest,oktoberfest,smiec,,drop,styl/generyk,28,0
beer:30610,beer,Coffee Pot Porter,coffee-pot,drop,,drop,opt_recall<2,2,0
beer:30611,beer,Maibock,maibock,smiec,,drop,styl/generyk,1,0
beer:30616,beer,Back Street Rita Red Ale,back-street,drop,,drop,opt_recall<2,4,0
beer:30617,beer,Back Street Blonde,back-street,drop,,drop,opt_recall<2,4,0
beer:30618,beer,Chava Lager,chava,drop,,drop,opt_recall<2,1,0
beer:30621,beer,Ace,ace,drop,,drop,DF>cap_pospolite,642,2
beer:30622,beer,Schooner Porter,schooner,drop,,drop,opt_recall<2,27,0
beer:30624,beer,ICU IPA,icu,drop,,drop,DF>cap_pospolite,326,1
beer:30626,beer,Moe,moe,drop,,drop,opt_recall<2,136,0
beer:30627,beer,Backstreet Hefeweizen,backstreet,drop,,drop,opt_recall<2,14,0
beer:30628,beer,Eeyore,eeyore,drop,,drop,opt_recall<2,4,0
beer:30631,beer,Olaf,olaf,drop,,drop,opt_recall<2,158,0
beer:30637,beer,Cream Ale,cream,smiec,,drop,styl/generyk,2074,0
beer:30638,beer,Heritage Hefeweizen,heritage,drop,,drop,DF>cap_pospolite,769,51
beer:30643,beer,Back Street Magnus Old Ale,back-street,drop,,drop,opt_recall<2,4,0
beer:30646,beer,Pigskin Porter,pigskin,drop,,drop,opt_recall<2,2,0
beer:30647,beer,Crossroads,crossroads,drop,,drop,opt_recall<2,64,1
beer:30650,beer,Vanilla Porter,vanilla,drop,,drop,DF>cap_pospolite,527,4
beer:30652,beer,Slow Ride,slow-ride,drop,,drop,opt_recall<2,1,0
beer:30654,beer,Extra Special Bitter,extra-special,smiec,,drop,styl/generyk,5,0
beer:30656,beer,Rambler,rambler,drop,,drop,opt_recall<2,37,0
beer:30657,beer,P-51,p-51,smiec,,drop,token<=2,10,0
beer:30658,beer,German Brown,german-brown,smiec,,drop,styl/generyk,1,0
beer:30661,beer,Pin-up,pin-up,drop,,drop,opt_recall<2,6,0
beer:30666,beer,India Pale Ale,india-pale,smiec,,drop,styl/generyk,1,0
beer:30667,beer,Blackmouth Porter,blackmouth,drop,,drop,opt_recall<2,1,0
beer:30698,beer,Benedikt Dunkel,benedikt,drop,,drop,opt_recall<2,6,0
beer:30700,beer,Lily's Boulanger Black Lager,lilys,drop,,drop,opt_recall<2,13,0
beer:30703,beer,Strange Stout,strange,drop,,drop,DF>cap_pospolite,1296,29
beer:30706,beer,Lily's Light Pilsner,lilys,drop,,drop,opt_recall<2,13,0
beer:30712,beer,Seduction,seduction,drop,,drop,opt_recall<2,90,0
beer:30729,beer,Raspberry Saison,raspberry,drop,,drop,DF>cap_pospolite,348,1
beer:30737,beer,Abrasive Ale,abrasive,drop,,drop,opt_recall<2,5,0
beer:30742,beer,Saranac Lager,saranac,drop,,drop,opt_recall<2,4,0
beer:30749,beer,Furious,furious,drop,,drop,DF>cap_pospolite,2723,0
beer:30750,beer,Two,two,drop,,drop,DF>cap_pospolite,4830,0
beer:30751,beer,Wet,wet,drop,,drop,DF>cap_pospolite,308,6
beer:30753,beer,Bender,bender,drop,,drop,opt_recall<2,59,0
beer:30754,beer,Damien,damien,drop,,drop,opt_recall<2,131,0
beer:30758,beer,One,one,drop,,drop,DF>cap_pospolite,11633,3
beer:30761,beer,Smoke,smoke,drop,,drop,DF>cap_pospolite,358,0
beer:30765,beer,Schans Saison,schans,drop,,drop,opt_recall<2,2,0
beer:30767,beer,Schadenfreude,schadenfreude,drop,,drop,opt_recall<2,4,0
beer:30768,beer,Hefeweizen,hefeweizen,smiec,,drop,styl/generyk,2,0
beer:30769,beer,Kolsch,kolsch,smiec,,drop,styl/generyk,3,0
beer:30771,beer,Mad Hatter IPA,mad-hatter,drop,,drop,opt_recall<2,4,0
beer:30773,beer,Old Hat Dopplebock,old-hat,drop,,drop,opt_recall<2,1,0
beer:30778,beer,Pentagram,pentagram,drop,,drop,opt_recall<2,2,0
beer:30779,beer,Five,five,drop,,drop,DF>cap_pospolite,2389,7
beer:30782,beer,Lost & Found Abbey Ale,lost,drop,,drop,DF>cap_pospolite,2325,0
beer:30784,beer,Darkness,darkness,drop,,drop,DF>cap_pospolite,266,0
beer:30785,beer,Hell,hell,drop,,drop,DF>cap_pospolite,385,0
beer:30793,beer,Four,four,drop,,drop,DF>cap_pospolite,2296,2
beer:30794,beer,Duff,duff,drop,,drop,opt_recall<2,35,1
beer:30798,beer,Devotion Ale,devotion,drop,,drop,opt_recall<2,61,0
beer:30801,beer,Saranac Hefeweizen,saranac,keep,beer|cerveza|cerveja|bier|birra|biere|piwo|pivo|hefeweizen|matt,keep,required+optional@1,4,2
beer:30804,beer,Chocolate Porter,chocolate,drop,,drop,DF>cap_pospolite,2155,4
beer:30809,beer,Amazing Grace Ale,amazing-grace,keep,beer|cerveza|cerveja|bier|birra|biere|piwo|pivo|american|wild,keep,required+optional@1,19,3
beer:30811,beer,Judgment Day,judgment-day,drop,,drop,opt_recall<2,32,0
beer:30815,beer,1492 IPA,1492,drop,,drop,opt_recall<2,29,0
beer:30820,beer,Dark Mild,dark,smiec,,drop,styl/generyk,3757,0
beer:30821,beer,Recession Ale,recession,drop,,drop,opt_recall<2,142,1
beer:30827,beer,Three,three,drop,,drop,DF>cap_pospolite,2782,5
beer:30832,beer,Carlos,carlos,drop,,drop,DF>cap_pospolite,1309,0
beer:30837,beer,Mild,mild,smiec,,drop,styl/generyk,79,0
beer:30845,beer,X-mas Beer,x-mas,drop,,drop,opt_recall<2,4,0
beer:30846,beer,Mars,mars,drop,,drop,DF>cap_pospolite,492,0
beer:30859,beer,Bighorn Bitter,bighorn,drop,,drop,opt_recall<2,7,0
beer:30862,beer,Amber,amber,smiec,,drop,styl/generyk,457,0
beer:30864,beer,Brown Ale,brown,smiec,,drop,styl/generyk,2205,0
beer:30867,beer,Kölsch,kolsch,smiec,,drop,styl/generyk,3,0
beer:30868,beer,Porter,porter,smiec,,drop,styl/generyk,345,0
beer:30869,beer,GSB ESB,gsb,drop,,drop,opt_recall<2,5,0
beer:30870,beer,Limerick Ale,limerick,drop,,drop,opt_recall<2,187,0
beer:30872,beer,Blonde Lager,blonde,smiec,,drop,styl/generyk,450,0
beer:30876,beer,Chocolate Porter,chocolate,drop,,drop,DF>cap_pospolite,2155,4
beer:30883,beer,Cherry Ale,cherry,drop,,drop,DF>cap_pospolite,587,3
beer:30884,beer,Cherry Cream Stout,cherry-cream,drop,,drop,opt_recall<2,5,0
beer:30885,beer,Coffee Ale,coffee,drop,,drop,DF>cap_pospolite,1195,3
beer:30888,beer,Totem Pole IPA,totem-pole,drop,,drop,opt_recall<2,1,0
beer:30889,beer,Mallards Ale,mallards,drop,,drop,opt_recall<2,34,0
beer:30892,beer,Imperial IPA,imperial,smiec,,drop,styl/generyk,240,0
beer:30894,beer,Imperial Porter (Black Mariah),imperial,smiec,,drop,styl/generyk,240,0
beer:30896,beer,Imperial Stout,imperial,smiec,,drop,styl/generyk,240,0
beer:30898,beer,The Continental,continental,drop,,drop,opt_recall<2,188,1
beer:30899,beer,Maibock,maibock,smiec,,drop,styl/generyk,1,0
beer:30901,beer,Barker's Bitter,barkers,drop,,drop,opt_recall<2,18,0
beer:30903,beer,Belgian Barleywine,belgian,smiec,,drop,styl/generyk,81,0
beer:30907,beer,Emerald Isle Stout,emerald-isle,drop,,drop,opt_recall<2,6,0
beer:30911,beer,Oktoberfest,oktoberfest,smiec,,drop,styl/generyk,28,0
beer:30912,beer,Cask Bitter,cask,drop,,drop,opt_recall<2,29,0
beer:30915,beer,German Pils,german,smiec,,drop,styl/generyk,1073,0
beer:30917,beer,Honey Pilsner,honey,drop,,drop,DF>cap_pospolite,1037,2
beer:30922,beer,Belgian Dubbel,belgian,smiec,,drop,styl/generyk,81,0
beer:30926,beer,Oatmeal Stout,oatmeal,smiec,,drop,styl/generyk,377,0
beer:30930,beer,Imperial Porter,imperial,smiec,,drop,styl/generyk,240,0
beer:30936,beer,Cascade Mountain Porter,cascade-mountain,drop,,drop,opt_recall<2,2,0
beer:30940,beer,India Pale Ale,india-pale,smiec,,drop,styl/generyk,1,0
beer:30946,beer,Tomahawk IPA,tomahawk,drop,,drop,opt_recall<2,42,0
beer:30947,beer,Belgian Tripel,belgian,smiec,,drop,styl/generyk,81,0
beer:30953,beer,Marzen,marzen,smiec,,drop,styl/generyk,37,0
beer:30955,beer,Dominator Doppelbock,dominator,drop,,drop,opt_recall<2,20,0
beer:30959,beer,Pumpkin Ale,pumpkin,drop,,drop,DF>cap_pospolite,231,0
beer:30970,beer,Kolsch,kolsch,smiec,,drop,styl/generyk,3,0
beer:30972,beer,Vintage Ale,vintage,smiec,,drop,styl/generyk,1970,0
beer:30973,beer,Sweet Stout,sweet,smiec,,drop,styl/generyk,1862,0
beer:30979,beer,Alt Bier,alt,smiec,,drop,styl/generyk,434,0
beer:30980,beer,Speedway IPA,speedway,drop,,drop,opt_recall<2,113,0
beer:30981,beer,Blueberry Muffin Ale,blueberry-muffin,drop,,drop,opt_recall<2,11,0
beer:30987,beer,Publican Ale,publican,drop,,drop,opt_recall<2,17,0
beer:30989,beer,Bourbon Barleywine,bourbon,smiec,,drop,styl/generyk,216,0
beer:30992,beer,Honey Wheat,honey-wheat,drop,,drop,opt_recall<2,1,0
beer:30993,beer,Golden Glow Ale,golden-glow,drop,,drop,opt_recall<2,3,0
beer:30994,beer,Imperial Stout,imperial,smiec,,drop,styl/generyk,240,0
beer:30996,beer,IPA,ipa,smiec,,drop,styl/generyk,138,0
beer:30997,beer,Espresso Porter,espresso,drop,,drop,opt_recall<2,159,1
beer:30998,beer,12th Anniversary Ale,12th-anniversary,drop,,drop,opt_recall<2,1,0
beer:30999,beer,Holiday Ale,holiday,drop,,drop,DF>cap_pospolite,1295,2
beer:31001,beer,Scotch Ale,scotch,smiec,,drop,styl/generyk,102,0
beer:31002,beer,13th Anniversary Ale,13th-anniversary,drop,,drop,opt_recall<2,1,0
beer:31003,beer,Scottish Ale,scottish,drop,,drop,DF>cap_pospolite,653,2
beer:31007,beer,Pale Ale,pale,smiec,,drop,styl/generyk,203,0
beer:31011,beer,Smooth,smooth,drop,,drop,DF>cap_pospolite,205,2
beer:31014,beer,Honey Brown,honey-brown,drop,,drop,opt_recall<2,4,0
beer:31017,beer,Honey Porter,honey,drop,,drop,DF>cap_pospolite,1037,0
beer:31018,beer,Thunderbird,thunderbird,drop,,drop,opt_recall<2,39,0
beer:31020,beer,Sledgehammer,sledgehammer,drop,,drop,opt_recall<2,5,0
beer:31026,beer,Revival Imperial Octoberfest,revival,drop,,drop,DF>cap_pospolite,217,0
beer:31027,beer,Revival Saison,revival,drop,,drop,DF>cap_pospolite,217,0
beer:31028,beer,Cream Stout,cream,smiec,,drop,styl/generyk,2074,0
beer:31029,beer,Kolsch,kolsch,smiec,,drop,styl/generyk,3,0
beer:31031,beer,Blackout Stout,blackout,drop,,drop,opt_recall<2,112,0
beer:31034,beer,Oktoberfest,oktoberfest,smiec,,drop,styl/generyk,28,0
beer:31039,beer,Wheat Beer,wheat,smiec,,drop,styl/generyk,265,0
beer:31040,beer,SandStorm Stout,sandstorm,drop,,drop,opt_recall<2,21,0
beer:31043,beer,South Plains Porter,south-plains,drop,,drop,opt_recall<2,1,0
beer:31045,beer,Dusseldorf,dusseldorf,drop,,drop,opt_recall<2,25,0
beer:31047,beer,806 Stout,806,drop,,drop,opt_recall<2,38,0
beer:31049,beer,Pale Ale,pale,smiec,,drop,styl/generyk,203,0
beer:31051,beer,Brown Ale,brown,smiec,,drop,styl/generyk,2205,0
beer:31052,beer,Apache,apache,drop,,drop,opt_recall<2,198,0
beer:31054,beer,Diablo,diablo,drop,,drop,DF>cap_pospolite,1300,0
beer:31055,beer,The Benz,benz,drop,,drop,DF>cap_pospolite,2293,0
beer:31058,beer,Wäls Dubbel,wals,drop,,drop,opt_recall<2,34,0
beer:31063,beer,Irish Stout,irish,smiec,,drop,styl/generyk,984,0
beer:31065,beer,Monte Weizen Ale,monte,drop,,drop,DF>cap_pospolite,639,0
beer:31073,beer,Lager,lager,smiec,,drop,styl/generyk,72,0
beer:31077,beer,Dunkel Weizen,dunkel,smiec,,drop,styl/generyk,11,0
beer:31078,beer,Original,original,smiec,,drop,styl/generyk,1885,0
beer:31090,beer,India Pale Ale,india-pale,smiec,,drop,styl/generyk,1,0
beer:31091,beer,London Porter,london,drop,,drop,DF>cap_pospolite,2068,9
beer:31092,beer,Pale Ale,pale,smiec,,drop,styl/generyk,203,0
beer:31093,beer,Best Bitter,best,drop,,drop,DF>cap_pospolite,28293,45
beer:31094,beer,Skagen Skawskum,skagen,drop,,drop,opt_recall<2,9,0
beer:31095,beer,Dunkel,dunkel,smiec,,drop,styl/generyk,11,0
beer:31096,beer,Weisse,weisse,smiec,,drop,styl/generyk,51,0
beer:31097,beer,Maibock,maibock,smiec,,drop,styl/generyk,1,0
beer:31099,beer,Black Lager,black,smiec,,drop,styl/generyk,9274,0
beer:31100,beer,Wheat,wheat,smiec,,drop,styl/generyk,265,0
beer:31101,beer,Stout,stout,smiec,,drop,styl/generyk,47,0
beer:31102,beer,Old Hat Amber Rhy,old-hat,drop,,drop,opt_recall<2,1,0
beer:31103,beer,Red,red,smiec,,drop,styl/generyk,6753,0
beer:31104,beer,Pilsner,pilsner,smiec,,drop,styl/generyk,4,0
beer:31109,beer,Ides Of March IPA,ides-of-march,drop,,drop,opt_recall<2,1,0
beer:31110,beer,Old Hat Pale Ale,old-hat,drop,,drop,opt_recall<2,1,0
beer:31113,beer,Winter Ale,winter,drop,,drop,DF>cap_pospolite,1158,2
beer:31114,beer,Cherry Stout,cherry,drop,,drop,DF>cap_pospolite,587,3
beer:31116,beer,Whisky Stout,whisky,smiec,,drop,styl/generyk,156,0
beer:31121,beer,House Ale,house,drop,,drop,DF>cap_pospolite,8880,21
beer:31122,beer,Oktoberfest,oktoberfest,smiec,,drop,styl/generyk,28,0
beer:31130,beer,Janet Weiss Dunkel Wit,janet,drop,,drop,opt_recall<2,143,0
beer:31133,beer,Hop Beer,hop,drop,,drop,DF>cap_pospolite,487,0
beer:31134,beer,Shipwreck IPA,shipwreck,drop,,drop,opt_recall<2,30,0
beer:31137,beer,Matt Porter,matt,drop,,drop,DF>cap_pospolite,703,1
beer:31138,beer,Scarlet Pimpernel,scarlet-pimpernel,drop,,drop,opt_recall<2,3,0
beer:31139,beer,The Apocalypse,apocalypse,drop,,drop,DF>cap_pospolite,267,8
beer:31140,beer,Capitol ESB,capitol,drop,,drop,DF>cap_pospolite,265,1
beer:31143,beer,Winter Solstice Ale,winter-solstice,drop,,drop,opt_recall<2,4,0
beer:31146,beer,Prohibition Pilsner,prohibition,drop,,drop,opt_recall<2,19,0
beer:31151,beer,Black Watch,black-watch,drop,,drop,opt_recall<2,1,0
beer:31155,beer,Scotch Ale,scotch,smiec,,drop,styl/generyk,102,0
beer:31161,beer,Imperial IPA,imperial,smiec,,drop,styl/generyk,240,0
beer:31162,beer,Martins Bitter,martin-s,drop,,drop,opt_recall<2,9,0
beer:31167,beer,Oatmeal Stout,oatmeal,smiec,,drop,styl/generyk,377,0
beer:31168,beer,Hefe Weizen,hefe,drop,,drop,opt_recall<2,24,0
beer:31170,beer,Scottish Ale,scottish,drop,,drop,DF>cap_pospolite,653,2
beer:31172,beer,Fire And Ice,fire-and-ice,drop,,drop,opt_recall<2,12,0
beer:31177,beer,Great Pumpkin Ale,great,drop,,drop,DF>cap_pospolite,3629,6
beer:31184,beer,Vanilla Wit,vanilla,drop,,drop,DF>cap_pospolite,527,0
beer:31187,beer,Tesla Coil,tesla-coil,drop,,drop,opt_recall<2,4,0
beer:31188,beer,Hooligan IPA,hooligan,drop,,drop,opt_recall<2,17,0
beer:31191,beer,Mississippi Mild,mississippi,drop,,drop,DF>cap_pospolite,531,1
beer:31194,beer,Stingo,stingo,drop,,drop,opt_recall<2,1,0
beer:31196,beer,The Bitter End,bitter-end,drop,,drop,opt_recall<2,7,0
beer:31210,beer,Whiteout Wit,whiteout,drop,,drop,opt_recall<2,6,0
beer:31213,beer,Frog Natural Blonde,frog,drop,,drop,DF>cap_pospolite,237,0
beer:31214,beer,Love Buzz Saison,love-buzz,drop,,drop,opt_recall<2,1,0
beer:31216,beer,Anticipation,anticipation,drop,,drop,opt_recall<2,8,0
beer:31217,beer,Oktoberfest,oktoberfest,smiec,,drop,styl/generyk,28,0
beer:31218,beer,Amber Ale,amber,smiec,,drop,styl/generyk,457,0
beer:31219,beer,Black Wolf Schwarzbier,black-wolf,drop,,drop,opt_recall<2,14,0
beer:31220,beer,X-IPA (Extreme),x,smiec,,drop,token<=2,6413,0
beer:31225,beer,Chapinero Porter,chapinero,drop,,drop,opt_recall<2,1,0
beer:31226,beer,Golden Lager,golden,smiec,,drop,styl/generyk,2644,0
beer:31230,beer,Chia Weiss,chia,drop,,drop,DF>cap_pospolite,253,0
beer:31233,beer,Bogota Oktoberfest,bogota,drop,,drop,DF>cap_pospolite,203,0
beer:31238,beer,Bogota Lager,bogota,drop,,drop,DF>cap_pospolite,203,0
beer:31248,beer,Saison,saison,smiec,,drop,styl/generyk,1868,0
beer:31250,beer,Munchner Dunkel,munchner,drop,,drop,opt_recall<2,3,0
beer:31251,beer,Imperial Stout,imperial,smiec,,drop,styl/generyk,240,0
beer:31252,beer,Pilsner,pilsner,smiec,,drop,styl/generyk,4,0
beer:31253,beer,Porter,porter,smiec,,drop,styl/generyk,345,0
beer:31255,beer,IPA,ipa,smiec,,drop,styl/generyk,138,0
beer:31256,beer,Düsseldorf Alt Bier,dusseldorf,drop,,drop,opt_recall<2,25,0
beer:31257,beer,Imperial IPA,imperial,smiec,,drop,styl/generyk,240,0
beer:31261,beer,Doppelganger IPA,doppelganger,drop,,drop,opt_recall<2,9,0
beer:31263,beer,Cafe Con Leche,cafe-con-leche,drop,,drop,opt_recall<2,1,0
beer:31266,beer,Decadence,decadence,drop,,drop,opt_recall<2,22,0
beer:31268,beer,Time-Out IPA,time-out,drop,,drop,opt_recall<2,22,0
beer:31287,beer,CHAOS!!!,chaos,drop,,drop,DF>cap_pospolite,561,0
beer:31292,beer,10.0,10-0,smiec,,drop,token<=2,33,0
beer:31296,beer,Devout Stout,devout,drop,,drop,opt_recall<2,9,0
beer:31299,beer,Shamrock Stout,shamrock,drop,,drop,opt_recall<2,32,0
beer:31302,beer,Wedding Wit,wedding,drop,,drop,DF>cap_pospolite,3742,0
beer:31304,beer,The Turk,turk,drop,,drop,DF>cap_pospolite,345,0
beer:31308,beer,Up All Night,up-all-night,drop,,drop,opt_recall<2,2,0
beer:31310,beer,High King Hefeweizen,high-king,drop,,drop,opt_recall<2,1,0
beer:31313,beer,RX Pils,rx,smiec,,drop,token<=2,564,0
beer:31320,beer,No Show ESB,no-show,drop,,drop,opt_recall<2,32,1
beer:31328,beer,Pipeline Porter,pipeline,drop,,drop,DF>cap_pospolite,251,0
beer:31333,beer,Marble IPA,marble,drop,,drop,opt_recall<2,159,0
beer:31335,beer,15th Anniversary Ale,15th-anniversary,drop,,drop,opt_recall<2,140,0
beer:31337,beer,The Curse IPA,curse,drop,,drop,DF>cap_pospolite,318,0
beer:31341,beer,Fruhling Kolsch,fruhling,drop,,drop,opt_recall<2,2,0
beer:31345,beer,Iron Horse Stout,iron-horse,drop,,drop,opt_recall<2,5,0
beer:31354,beer,Ovation,ovation,drop,,drop,opt_recall<2,83,0
beer:31355,beer,Wooden Horse,wooden-horse,drop,,drop,opt_recall<2,1,0
beer:31357,beer,Brilliant Stout,brilliant,drop,,drop,DF>cap_pospolite,581,0
beer:31362,beer,Apricot Ale,apricot,drop,,drop,opt_recall<2,64,0
beer:31365,beer,Tree Hugger,tree-hugger,drop,,drop,opt_recall<2,1,0
beer:31366,beer,Express ESB,express,drop,,drop,DF>cap_pospolite,2708,4
beer:31367,beer,Santa's Little Helper,santas-little-helper,drop,,drop,opt_recall<2,1,0
beer:31368,beer,Milky Way Stout,milky-way,drop,,drop,opt_recall<2,36,0
beer:31371,beer,Captain's Kölsch,captains,keep,beer|cerveza|cerveja|bier|birra|biere|piwo|pivo|kolsch|captain,keep,required+optional@1,56,3
beer:31383,beer,Black Magic IPA,black-magic,drop,,drop,opt_recall<2,24,0
beer:31384,beer,The Curse,curse,drop,,drop,DF>cap_pospolite,318,0
beer:31385,beer,Avant Garde,avant-garde,drop,,drop,opt_recall<2,9,0
beer:31388,beer,Liquid Gold,liquid-gold,drop,,drop,opt_recall<2,1,0
beer:31391,beer,Avant Garde,avant-garde,drop,,drop,opt_recall<2,9,0
beer:31395,beer,Candor,candor,drop,,drop,opt_recall<2,7,0
beer:31399,beer,Blanche DuBois,blanche-dubois,drop,,drop,opt_recall<2,2,0
beer:31407,beer,Kind IPA,kind,drop,,drop,DF>cap_pospolite,910,1
beer:31408,beer,Celebration IPA,celebration,drop,,drop,DF>cap_pospolite,412,1
beer:31409,beer,Old Hat Light Gold Lager,old-hat,drop,,drop,opt_recall<2,1,0
beer:31416,beer,Old Hat Cherry Baby,old-hat,drop,,drop,opt_recall<2,1,0
beer:31419,beer,Old Hat Maple Porter,old-hat,drop,,drop,opt_recall<2,1,0
beer:31420,beer,Old Hat Kölsch,old-hat,drop,,drop,opt_recall<2,1,0
beer:31421,beer,Old Hat Maibock,old-hat,drop,,drop,opt_recall<2,1,0
beer:31422,beer,Old Hat Dirty Red MILF,old-hat,drop,,drop,opt_recall<2,1,0
beer:31423,beer,Old Hat Peanut Butter Stout,old-hat,drop,,drop,opt_recall<2,1,0
beer:31424,beer,Old Hat Vienna Lager,old-hat,drop,,drop,opt_recall<2,1,0
beer:31425,beer,Messina Lager,messina,drop,,drop,DF>cap_pospolite,249,1
beer:31427,beer,Old Hat Red Lager,old-hat,drop,,drop,opt_recall<2,1,0
beer:31428,beer,Old Hat Suave Chicken,old-hat,drop,,drop,opt_recall<2,1,0
beer:31429,beer,Old Hat Alt Bier,old-hat,drop,,drop,opt_recall<2,1,0
beer:31430,beer,Old Hat Pontoon IPA,old-hat,drop,,drop,opt_recall<2,1,0
beer:31432,beer,Old Hat Oatmeal Stout,old-hat,drop,,drop,opt_recall<2,1,0
beer:31433,beer,Old Hat Scotch Ale,old-hat,drop,,drop,opt_recall<2,1,0
beer:31434,beer,Nepal Ice,nepal,drop,,drop,opt_recall<2,112,1
beer:31439,beer,Dunkel,dunkel,smiec,,drop,styl/generyk,11,0
beer:31441,beer,Pils,pils,smiec,,drop,styl/generyk,9,0
beer:31442,beer,Pulaski Porter,pulaski,drop,,drop,opt_recall<2,22,0
beer:31443,beer,Blacksmith Cutthroat IPA,blacksmith,drop,,drop,opt_recall<2,34,0
beer:31444,beer,Muzhik,muzhik,drop,,drop,opt_recall<2,4,0
beer:31446,beer,Ball And Chain,ball-and-chain,drop,,drop,opt_recall<2,3,0
beer:31447,beer,Captain Larry Funky Gold Medina,captain,drop,,drop,DF>cap_pospolite,741,3
beer:31448,beer,5 Years Later,5-years-later,drop,,drop,opt_recall<2,1,0
beer:31449,beer,Brown Ale,brown,smiec,,drop,styl/generyk,2205,0
