id,keyword,keyword_variants,optional,category,country,maker,extra,sources,aka
Beefeater Gin,beefeater-gin,beefeater-gin|beefeater,united-kingdom|pernod-ricard,gin,United Kingdom,Pernod Ricard,,alkohole_wikidata,
Skyy Vodka,skyy-vodka,skyy-vodka,united-states|skyy-spirits|campari-group,,United States,SKYY Spirits|Campari Group,,alkohole_wikidata,
Curtius,curtius,curtius,beer|brasserie-c,beer,,Brasserie C,,alkohole_wikidata,
Blackwell Rum,blackwell-rum,blackwell-rum,jamaica,,Jamaica,,,alkohole_wikidata,
Broo Brewery,broo-brewery,broo-brewery|broo,,,,,,alkohole_wikidata,
Colonial Brewing Company,colonial-brewing-company,colonial-brewing-company|colonial-brewing|colonial,,,,,,alkohole_wikidata,
Camden Town Brewery,camden-town-brewery,camden-town-brewery|camden-town,,,,,,alkohole_wikidata,
Carlton Cold,carlton-cold,carlton-cold,,,,,,alkohole_wikidata,
Queensland Brewery Ltd,queensland-brewery-ltd,queensland-brewery-ltd|queensland-brewery|queensland,,,,,,alkohole_wikidata,
Cool Ridge,cool-ridge,cool-ridge,,,,,,alkohole_wikidata,
Stadtbrauerei Spalt,stadtbrauerei-spalt,stadtbrauerei-spalt,,,,,,alkohole_wikidata,
Kessler Whiskey,kessler-whiskey,kessler-whiskey,suntory-global-spirits,,,Suntory Global Spirits,,alkohole_wikidata,
KB Lager,kb-lager,kb-lager,beer,beer,,,,alkohole_wikidata,
South Australian Brewing Company,south-australian-brewing-company,south-australian-brewing-company|south-australian-brewing|south-australian,,,,,,alkohole_wikidata,
Storz Brewing Company,storz-brewing-company,storz-brewing-company|storz-brewing|storz,,,,,,alkohole_wikidata,
Carlton Black,carlton-black,carlton-black,beer|carlton-united-breweries,beer,,Carlton & United Breweries,,alkohole_wikidata,
Malesan,malesan,malesan,,,,,,alkohole_wikidata,
Molson Canadian 67,molson-canadian-67,molson-canadian-67,beer,beer,,,,alkohole_wikidata,
Vok Beverages,vok-beverages,vok-beverages|vok,,,,,,alkohole_wikidata,
Jax Beer,jax-beer,jax-beer,,,,,,alkohole_wikidata,
"Castlemaine Brewery, Western Australia",castlemaine-brewery-western-australia,castlemaine-brewery-western-australia,,,,,,alkohole_wikidata,
Black Dog Scotch Whisky,black-dog-scotch-whisky,black-dog-scotch-whisky,scotland|united-spirits-limited,,Scotland,United Spirits Limited,,alkohole_wikidata,
Domaine Pinnacle Ice Cider,domaine-pinnacle-ice-cider,domaine-pinnacle-ice-cider|pinnacle-ice-cider,quebec,,Quebec,,,alkohole_wikidata,
Boddingtons Bitter,boddingtons-bitter,boddingtons-bitter,anheuser-busch-inbev,,,Anheuser-Busch InBev,,alkohole_wikidata,
Champagne Brimoncourt,champagne-brimoncourt,champagne-brimoncourt|brimoncourt,,,,,,alkohole_wikidata,
Christian Schmidt Brewing Company,christian-schmidt-brewing-company,christian-schmidt-brewing-company|christian-schmidt-brewing|christian-schmidt,,,,,,alkohole_wikidata,
Antiquity,antiquity,antiquity,india|united-spirits-limited,,India,United Spirits Limited,,alkohole_wikidata,
Blenders Pride,blenders-pride,blenders-pride,india|pernod-ricard,,India,Pernod Ricard,,alkohole_wikidata,
Director's Special,directors-special,directors-special,india|united-spirits-limited,,India,United Spirits Limited,,alkohole_wikidata,
Houston Brewing Company,houston-brewing-company,houston-brewing-company|houston-brewing|houston,,,,,,alkohole_wikidata,
Sapporo Breweries,sapporo-breweries,sapporo-breweries|sapporo|sapporo-brewery,japan,,Japan,,,alkohole_wikidata,
Khortytsa,khortytsa,khortytsa|khortytsya|khortytsa-distillery|khortytsia,,,,,,alkohole_wikidata,
Brewmeister Brewery,brewmeister-brewery,brewmeister-brewery|brewmeister,,,,,,alkohole_wikidata,
Burgundy of Flanders (beer),burgundy-of-flanders,burgundy-of-flanders|bourgogne-des-flandres,beer|belgium|bourgogne-des-flandres-brewery|timmermans-brewery,beer,Belgium,Bourgogne des Flandres brewery|Timmermans brewery,,alkohole_wikidata,
Pabst Blue Ribbon,pabst-blue-ribbon,pabst-blue-ribbon|pbr|pabst,beer|pabst-brewing-company,beer,,Pabst Brewing Company,,alkohole_wikidata,
Beijing Yanjing Brewery,beijing-yanjing-brewery,beijing-yanjing-brewery|beijing-yanjing|beijing-yanjing-brewery-co-ltd|beijing-yanjing-brewery-co|yanjing-beer,,,,,,alkohole_wikidata,
Royal Swinkels,royal-swinkels,royal-swinkels|swinkels-family-brewers|bavaria-brewery|bavaria,,,,,,alkohole_wikidata,
Brasserie Nationale d'Haiti,brasserie-nationale-dhaiti,brasserie-nationale-dhaiti|nationale-dhaiti|brana-s-a|brasserie-nationale-dhaiti-s-a|nationale-dhaiti-s-a,,,,,,alkohole_wikidata,
Brasserie de Saint-Sylvestre,brasserie-de-saint-sylvestre,brasserie-de-saint-sylvestre|de-saint-sylvestre,,,,,,alkohole_wikidata,
Campari Soda,campari-soda,campari-soda|camparisoda,,,,,,alkohole_wikidata,
Chanoine Frères,chanoine-freres,chanoine-freres,,,,,,alkohole_wikidata,
Delamotte Champagne,delamotte-champagne,delamotte-champagne|delamotte-pere-fils|delamotte-pere-and-fils,,champagne,,,,alkohole_wikidata,
Abelé,abele,abele,,,,,,alkohole_wikidata,
Thiénot,thienot,thienot,,,,,,alkohole_wikidata,
Desnoes & Geddes,desnoes-geddes,desnoes-geddes|desnoes-and-geddes|d-g|d-and-g|desnoes-and-geddes-limited,,,,,,alkohole_wikidata,
Emperador Inc.,emperador-inc,emperador-inc|emperador|emi|emperador-brandy|emperador-distillers-inc|emperador-distillers,,,,,,alkohole_wikidata,
China Resources Beer,china-resources-beer,china-resources-beer|cr-snow,,,,,,alkohole_wikidata,
Samuel Adams,samuel-adams,samuel-adams|sam-adams,beer|boston-beer-company,beer,,Boston Beer Company,,alkohole_wikidata,
Two Fingers Brewing Co.,two-fingers-brewing-co,two-fingers-brewing-co|two-fingers-brewing|two-fingers|two-fingers-brewery,,,,,,alkohole_wikidata,
Francis Pétret,francis-petret,francis-petret|champagne-francis-petret,,,,,,alkohole_wikidata,
Small Town Brewery,small-town-brewery,small-town-brewery|small-town|not-your-fathers,,,,,,alkohole_wikidata,
San Miguel Brewery,san-miguel-brewery,san-miguel-brewery|san-miguel|san-miguel-brewery-inc,,,,,,alkohole_wikidata,
Guinness,guinness,guinness|guinness-co|guinness-and-co|guinness-and,beer|stout|ireland|diageo,beer|stout,Ireland,Diageo,,alkohole_wikidata,
Licher Brewery,licher-brewery,licher-brewery|licher|licher-privatbrauerei|licher-privatbrauerei-ihring-melchior-gmbh|licher-privatbrauerei-ihring-melchior,,,,,,alkohole_wikidata,
Taittinger,taittinger,taittinger|champagne-taittinger,,,,,,alkohole_wikidata,
Oriental Brewery,oriental-brewery,oriental-brewery|oriental|cass-fresh,,,,,,alkohole_wikidata,
Löwenbräu Brewery,lowenbrau-brewery,lowenbrau-brewery|lowenbrau|lowenbrau-ag,germany,,Germany,,,alkohole_wikidata,
Old Bushmills Distillery,old-bushmills-distillery,old-bushmills-distillery|old-bushmills|bushmills,whisky,whisky,,,,alkohole_wikidata,
Codorníu Winery,codorniu-winery,codorniu-winery|codorniu,wine,wine,,,,alkohole_wikidata,
A. Le Coq,a-le-coq,a-le-coq,,,,,,alkohole_wikidata,
The Famous Grouse,the-famous-grouse,the-famous-grouse|famous-grouse,whiskey|whisky,whiskey|whisky,,,,alkohole_wikidata,
Sierra Nevada Brewing Company,sierra-nevada-brewing-company,sierra-nevada-brewing-company|sierra-nevada-brewing|sierra-nevada|sierra-nevada-brewing-co,,,,,,alkohole_wikidata,
Störtebeker Braumanufaktur,stortebeker-braumanufaktur,stortebeker-braumanufaktur|stortebeker-braumanufaktur-gmbh|stralsunder-brauerei-gmbh|stralsunder-brauerei|stralsunder,,,,,,alkohole_wikidata,
Perrier-Jouët,perrier-jouet,perrier-jouet|champagne-perrier-jouet,france,,France,,,alkohole_wikidata,
Louis Roederer cuvée Cristal,louis-roederer-cuvee-cristal,louis-roederer-cuvee-cristal,wine|champagne|champagne-louis-roederer,wine|champagne,,Champagne Louis Roederer,,alkohole_wikidata,
Coopers Brewery,coopers-brewery,coopers-brewery|coopers|coopers-brewery-limited|coopers-brewery-ltd,,,,,,alkohole_wikidata,
Victoria Bitter,victoria-bitter,victoria-bitter|vb,beer|carlton-united-breweries,beer,,Carlton & United Breweries,,alkohole_wikidata,
Boddingtons Brewery,boddingtons-brewery,boddingtons-brewery|boddingtons,,,,,,alkohole_wikidata,
Gorbatschow,gorbatschow,gorbatschow|wodka-gorbatschow,vodka|berlin|henkell-co-sektkellerei,vodka,Berlin,Henkell & Co. Sektkellerei,,alkohole_wikidata,
St. Pauli Girl,st-pauli-girl,st-pauli-girl,,,,,,alkohole_wikidata,
Unibroue,unibroue,unibroue,,,,,,alkohole_wikidata,
Moosehead Brewery,moosehead-brewery,moosehead-brewery|moosehead,,,,,,alkohole_wikidata,
Lav pivo,lav-pivo,lav-pivo,beer|serbia|carlsberg-group,beer,Serbia,Carlsberg Group,,alkohole_wikidata,
Mecklenburgische Brauerei Lübz,mecklenburgische-brauerei-lubz,mecklenburgische-brauerei-lubz,,,,,,alkohole_wikidata,
Wychwood Brewery,wychwood-brewery,wychwood-brewery|wychwood,,,,,,alkohole_wikidata,
Bollinger,bollinger,bollinger,france,,France,,,alkohole_wikidata,
Gulden Draak,gulden-draak,gulden-draak,beer|belgium,beer,Belgium,,,alkohole_wikidata,
Ožujsko,ozujsko,ozujsko,beer|lager|croatia|zagrebacka-pivovara,beer|lager,Croatia,Zagrebačka pivovara,,alkohole_wikidata,
Asia Brewery,asia-brewery,asia-brewery|asia,,,,,,alkohole_wikidata,
Radegast,radegast,radegast,czech-republic|pivovar-radegast,,Czech Republic,Pivovar Radegast,,alkohole_wikidata,
Peychaud's Bitters,peychauds-bitters,peychauds-bitters,,,,,,alkohole_wikidata,
Bacardi 151,bacardi-151,bacardi-151,,,,,,alkohole_wikidata,
Birra Ichnusa,birra-ichnusa,birra-ichnusa|ichnusa,heineken-international,,,Heineken International,,alkohole_wikidata,
Q2111113,q2111113,q2111113,,,,,,alkohole_wikidata,
Faxe Brewery,faxe-brewery,faxe-brewery|faxe,,,,,,alkohole_wikidata,
Singha,singha,singha,beer|boon-rawd-brewery,beer,,Boon Rawd Brewery,,alkohole_wikidata,
V&S Group,v-s-group,v-s-group|v-s|v-and-s-group|v-and-s,,,,,,alkohole_wikidata,
Grafenwalder,grafenwalder,grafenwalder,beer,beer,,,,alkohole_wikidata,
Karlovačka pivovara,karlovacka-pivovara,karlovacka-pivovara,,,,,,alkohole_wikidata,
Mouten Kop,mouten-kop,mouten-kop,ale|brewery-de-graal,ale,,Brewery De Graal,,alkohole_wikidata,
Savanna Dry,savanna-dry,savanna-dry,,,,,,alkohole_wikidata,
Frysk Hynder,frysk-hynder,frysk-hynder,,,,,,alkohole_wikidata,
Hertog Jan,hertog-jan,hertog-jan,beer,beer,,,,alkohole_wikidata,
Birra Raffo,birra-raffo,birra-raffo|raffo,,,,,,alkohole_wikidata,
Henriot,henriot,henriot,,,,,,alkohole_wikidata,
Ceres Brewery,ceres-brewery,ceres-brewery|ceres,,,,,,alkohole_wikidata,
Tyskie,tyskie,tyskie,poland,,Poland,,,alkohole_wikidata,
Duchesse de Bourgogne,duchesse-de-bourgogne,duchesse-de-bourgogne,beer|brewery-verhaeghe,beer,,Brewery Verhaeghe,,alkohole_wikidata,
Martini & Rossi,martini-rossi,martini-rossi|martini-and-rossi,,,,,,alkohole_wikidata,
Speight's,speights,speights,,,,,,alkohole_wikidata,
Laurent-Perrier,laurent-perrier,laurent-perrier,,,,,,alkohole_wikidata,
Velebitsko,velebitsko,velebitsko,beer|lager|croatia|pivovara-licanka,beer|lager,Croatia,Pivovara Ličanka,,alkohole_wikidata,
Zagorka,zagorka,zagorka,beer,beer,,,,alkohole_wikidata,
Bacardi Superior,bacardi-superior,bacardi-superior,rum,rum,,Bacardi,,alkohole_wikidata,
Champagne Louis Roederer,champagne-louis-roederer,champagne-louis-roederer|louis-roederer,,,,,,alkohole_wikidata,
Tripel Karmeliet,tripel-karmeliet,tripel-karmeliet,beer|bosteels-brewery,beer,,Bosteels brewery,,alkohole_wikidata,
Red Stripe,red-stripe,red-stripe,beer|jamaica|desnoes-geddes,beer,Jamaica,Desnoes & Geddes,,alkohole_wikidata,
Laško Brewery,lasko-brewery,lasko-brewery|lasko,,,,,,alkohole_wikidata,
Trebjesa brewery,trebjesa-brewery,trebjesa-brewery|trebjesa,,,,,,alkohole_wikidata,
Paddy Whiskey,paddy-whiskey,paddy-whiskey,ireland|irish-distillers,,Ireland,Irish Distillers,,alkohole_wikidata,
Harp Lager,harp-lager,harp-lager,beer,beer|lager,,,,alkohole_wikidata,
Gosset,gosset,gosset,,,,,,alkohole_wikidata,
3 Schténg,3-schteng,3-schteng,beer|belgium|brasserie-grain-d-orge-hombourg,beer,Belgium,Brasserie Grain d'Orge (Hombourg),,alkohole_wikidata,
Sinebrychoff,sinebrychoff,sinebrychoff,finland,,Finland,,,alkohole_wikidata,
"Švyturys-Utenos alus, UAB",svyturys-utenos-alus-uab,svyturys-utenos-alus-uab,,,,,,alkohole_wikidata,
Desperados,desperados,desperados,beer|fischer-brewery,beer,,Fischer Brewery,,alkohole_wikidata,
Allgäuer Brewery,allgauer-brewery,allgauer-brewery|allgauer,,,,,,alkohole_wikidata,
Belle-Vue Brewery,belle-vue-brewery,belle-vue-brewery|belle-vue,,,,,,alkohole_wikidata,
Brauerei Fohrenburg,brauerei-fohrenburg,brauerei-fohrenburg|fohrenburg,,,,,,alkohole_wikidata,
Birra Menabrea,birra-menabrea,birra-menabrea|menabrea,,,,,,alkohole_wikidata,
Zötler Brewery,zotler-brewery,zotler-brewery|zotler,,,,,,alkohole_wikidata,
Braulio,braulio,braulio,italy,,Italy,,,alkohole_wikidata,
Jillz,jillz,jillz,,,,,,alkohole_wikidata,
Bralima Brewery,bralima-brewery,bralima-brewery|bralima,,,,,,alkohole_wikidata,
Buffalo Trace Distillery,buffalo-trace-distillery,buffalo-trace-distillery|buffalo-trace,whisky,whisky,,,,alkohole_wikidata,
Caffrey's Irish Ale,caffreys-irish-ale,caffreys-irish-ale,,,,,,alkohole_wikidata,
Celtia,celtia,celtia,beer|tunisian-beverage-manufacturing-company,beer,,Tunisian Beverage Manufacturing Company,,alkohole_wikidata,
Champagne Bricout,champagne-bricout,champagne-bricout|bricout,,,,,,alkohole_wikidata,
Champagne Pannier,champagne-pannier,champagne-pannier|pannier,,,,,,alkohole_wikidata,
Delbeck Champagne,delbeck-champagne,delbeck-champagne,,,,,,alkohole_wikidata,
Topvar,topvar,topvar,,,,,,alkohole_wikidata,
Zlatý Bažant,zlaty-bazant,zlaty-bazant,beer|slovakia,beer,Slovakia,,,alkohole_wikidata,
Creemore Springs,creemore-springs,creemore-springs,,,,,,alkohole_wikidata,
Damoiseau distillery,damoiseau-distillery,damoiseau-distillery|damoiseau,,,,,,alkohole_wikidata,
Dogfish Head Brewery,dogfish-head-brewery,dogfish-head-brewery|dogfish-head,,,,,,alkohole_wikidata,
Fremont Brewing,fremont-brewing,fremont-brewing|fremont,,,,,,alkohole_wikidata,
Xingu (beer),xingu,xingu,,,,,,alkohole_wikidata,
Early Times Distillery Company,early-times-distillery-company,early-times-distillery-company|early-times-distillery|early-times,whisky,whisky,,,,alkohole_wikidata,
Carlton Midstrength,carlton-midstrength,carlton-midstrength,,,,,,alkohole_wikidata,
Iron Horse Brewery,iron-horse-brewery,iron-horse-brewery|iron-horse,,,,,,alkohole_wikidata,
Passiona,passiona,passiona,australia|schweppes-australia,,Australia,Schweppes Australia,,alkohole_wikidata,
Tru Blu Beverages,tru-blu-beverages,tru-blu-beverages|tru-blu,,,,,,alkohole_wikidata,
Byejoe,byejoe,byejoe,,,,,,alkohole_wikidata,
Huda Beer,huda-beer,huda-beer,,,,,,alkohole_wikidata,
Fat Head's Brewery,fat-heads-brewery,fat-heads-brewery|fat-heads,,,,,,alkohole_wikidata,
Power's Brewery,powers-brewery,powers-brewery|powers,,,,,,alkohole_wikidata,
VB Gold,vb-gold,vb-gold,beer,beer,,,,alkohole_wikidata,
Great Leap Brewing,great-leap-brewing,great-leap-brewing|great-leap,,,,,,alkohole_wikidata,
Chibuku Shake Shake,chibuku-shake-shake,chibuku-shake-shake,sabmiller,,,SABMiller,,alkohole_wikidata,
4 Pines Brewing Company,4-pines-brewing-company,4-pines-brewing-company|4-pines-brewing|4-pines,,,,,,alkohole_wikidata,
Rogue Beard Beer,rogue-beard-beer,rogue-beard-beer,ale|united-states|rogue-ales,beer|ale,United States,Rogue Ales,,alkohole_wikidata,
Porto Cruz,porto-cruz,porto-cruz,,,,,,alkohole_wikidata,
Top Totty,top-totty,top-totty,beer,beer,,,,alkohole_wikidata,
Hasseröder,hasseroder,hasseroder,,,,,,alkohole_wikidata,
Three Coins Beer,three-coins-beer,three-coins-beer,sri-lanka,beer,Sri Lanka,,,alkohole_wikidata,
Leopard's Leap,leopards-leap,leopards-leap,,,,,,alkohole_wikidata,
Alechemy,alechemy,alechemy,,,,,,alkohole_wikidata,
Drybrough & Co,drybrough-co,drybrough-co|drybrough|drybrough-and-co|drybrough-and,,,,,,alkohole_wikidata,
Marques de Riscal,marques-de-riscal,marques-de-riscal,,,,,,alkohole_wikidata,
Rocket Republic Brewing Company,rocket-republic-brewing-company,rocket-republic-brewing-company|rocket-republic-brewing|rocket-republic,,,,,,alkohole_wikidata,
Lucky Buddha Beer,lucky-buddha-beer,lucky-buddha-beer,,,,,,alkohole_wikidata,
Cornish Orchards,cornish-orchards,cornish-orchards,,,,,,alkohole_wikidata,
Cider in the United Kingdom,cider-in-the-united-kingdom,cider-in-the-united-kingdom,,,,,,alkohole_wikidata,
Ashland Brewing Company,ashland-brewing-company,ashland-brewing-company|ashland-brewing|ashland,,,,,,alkohole_wikidata,
Bali Hai Beer,bali-hai-beer,bali-hai-beer,indonesia,beer,Indonesia,,,alkohole_wikidata,
Dr. McGillicuddy's,dr-mcgillicuddys,dr-mcgillicuddys,,,,,,alkohole_wikidata,
Murree beer,murree-beer,murree-beer,pakistan,,Pakistan,,,alkohole_wikidata,
Red Horse Beer,red-horse-beer,red-horse-beer,philippines,,Philippines,,,alkohole_wikidata,
All or Nothing Brewhouse,all-or-nothing-brewhouse,all-or-nothing-brewhouse,,,,,,alkohole_wikidata,
Castle Lager,castle-lager,castle-lager,beer|south-african-breweries,beer|lager,,South African Breweries,,alkohole_wikidata,
"Fromy, Rogée & Co",fromy-rogee-co,fromy-rogee-co|fromy-rogee|fromy-rogee-and-co|fromy-rogee-and,,,,,,alkohole_wikidata,
Rhanerbräu,rhanerbrau,rhanerbrau,,,,,,alkohole_wikidata,
333 Premium Export Beer,333-premium-export-beer,333-premium-export-beer,,beer,,,,alkohole_wikidata,
Adrianna Vineyard,adrianna-vineyard,adrianna-vineyard|adrianna,,,,,,alkohole_wikidata,
Stone & Wood Brewing Co.,stone-wood-brewing-co,stone-wood-brewing-co|stone-wood-brewing|stone-wood|stone-and-wood-brewing-co|stone-and-wood-brewing|stone-and-wood,,,,,,alkohole_wikidata,
Birrificio Lambrate,birrificio-lambrate,birrificio-lambrate,,,,,,alkohole_wikidata,
Jolly Shandy,jolly-shandy,jolly-shandy,,,,,,alkohole_wikidata,
Karbach Brewing Company,karbach-brewing-company,karbach-brewing-company|karbach-brewing|karbach,,,,,,alkohole_wikidata,
Noy,noy,noy,,,,,,alkohole_wikidata,
Clausel,clausel,clausel,,,,,,alkohole_wikidata,
Limavady Distillery,limavady-distillery,limavady-distillery|limavady,,,,,,alkohole_wikidata,
Neshaminy Creek Brewing Company,neshaminy-creek-brewing-company,neshaminy-creek-brewing-company|neshaminy-creek-brewing|neshaminy-creek,,,,,,alkohole_wikidata,
Breckenridge Brewery,breckenridge-brewery,breckenridge-brewery|breckenridge,,,,,,alkohole_wikidata,
Anselme Selosse,anselme-selosse,anselme-selosse,,,,,,alkohole_wikidata,
Canard-Duchêne,canard-duchene,canard-duchene,,,,,,alkohole_wikidata,
Carling Black Label,carling-black-label,carling-black-label|black-label,,,,,,alkohole_wikidata,
Cervejas De Moçambique,cervejas-de-mocambique,cervejas-de-mocambique,mozambique,,Mozambique,,,alkohole_wikidata,
Laurentina,laurentina,laurentina|laurentina-clara|laurentina-premium|laurentina-preta,beer,beer,,,,alkohole_wikidata,
Dobler Brewing Company,dobler-brewing-company,dobler-brewing-company|dobler-brewing|dobler,,,,,,alkohole_wikidata,
Great Northern Brewing Co.,great-northern-brewing-co,great-northern-brewing-co|great-northern-brewing|great-northern,beer|carlton-united-breweries,beer,,Carlton & United Breweries,,alkohole_wikidata,
Birra Kaon,birra-kaon,birra-kaon|kaon,,,,,,alkohole_wikidata,
Gasthof Herold,gasthof-herold,gasthof-herold,,,,,,alkohole_wikidata,
Takamaka Rum,takamaka-rum,takamaka-rum,,rum,,,,alkohole_wikidata,
Boll & Cie,boll-cie,boll-cie|boll-and-cie,,,,,,alkohole_wikidata,
Pacífico,pacifico,pacifico,beer|mexico|grupo-modelo,beer,Mexico,Grupo Modelo,,alkohole_wikidata,
3 Hammers,3-hammers,3-hammers|three-hammers,cider,cider,,,,alkohole_wikidata,
Adnams Southwold,adnams-southwold,adnams-southwold|adnams|adnams-brewery|adnams-brewing,,,,,,alkohole_wikidata,
Alizé,alize,alize,,,,,,alkohole_wikidata,
Barton Brands,barton-brands,barton-brands|barton|barton-brands-ltd,whisky,whisky,,,,alkohole_wikidata,
Belhaven Brewery,belhaven-brewery,belhaven-brewery|belhaven,,,,,,alkohole_wikidata,
Champagne Billecart-Salmon,champagne-billecart-salmon,champagne-billecart-salmon|billecart-salmon,,,,,,alkohole_wikidata,
Bodega Catena Zapata,bodega-catena-zapata,bodega-catena-zapata|catena-zapata|catena,,,,,,alkohole_wikidata,
Bodegas Marqués de Murrieta,bodegas-marques-de-murrieta,bodegas-marques-de-murrieta|marques-de-murrieta,,,,,,alkohole_wikidata,
Browar Łomża,browar-lomza,browar-lomza|lomza|lomza-brewery,beer,beer,,,,alkohole_wikidata,
El Namroud (Arak),el-namroud,el-namroud,,,,,,alkohole_wikidata,
Blackmores,blackmores,blackmores|blackmores-limited,,,,,,alkohole_wikidata,
Ursus Breweries,ursus-breweries,ursus-breweries|ursus|bere-ursus|timisoreana|ursus-beer,,,,,,alkohole_wikidata,
Champagne Lanson,champagne-lanson,champagne-lanson|lanson|lanson-international|lanson-pere-fils|lanson-pere-and-fils,france,,France,,,alkohole_wikidata,
Louis XIII de Rémy Martin,louis-xiii-de-remy-martin,louis-xiii-de-remy-martin,brandy|cognac|remy-martin,brandy|cognac,,Rémy Martin,,alkohole_wikidata,
Paceña,pacena,pacena|cerveza-pacena,beer,beer,,,,alkohole_wikidata,
Voll-Damm,voll-damm,voll-damm,beer|spain|s-a-damm,beer,Spain,S.A. Damm,,alkohole_wikidata,
Estrella Galicia,estrella-galicia,estrella-galicia|la-estrella-de-galicia,beer|hijos-de-rivera,beer,,Hijos de Rivera,,alkohole_wikidata,
Aston Manor Brewery,aston-manor-brewery,aston-manor-brewery|aston-manor|aston-manor-cider|aston-manor-cyder,,,,,,alkohole_wikidata,
Coral,coral,coral|coral-beer,beer|madeira-brewery,beer,,Madeira Brewery,,alkohole_wikidata,
Destilerías y Crianza del Whisky S.A.,destilerias-y-crianza-del-whisky-s-a,destilerias-y-crianza-del-whisky-s-a,spain,,Spain,,,alkohole_wikidata,
Swannay Brewery,swannay-brewery,swannay-brewery|swannay|highland-brewing-company|highland-brewing|highland,,,,,,alkohole_wikidata,
Wellpark Brewery,wellpark-brewery,wellpark-brewery|wellpark|tennent-caledonian|tennents|tennets-lager,,,,,,alkohole_wikidata,
Köstritzer,kostritzer,kostritzer,,,,,,alkohole_wikidata,
Einbecker Brewery,einbecker-brewery,einbecker-brewery|einbecker,,,,,,alkohole_wikidata,
Ganter Brewery,ganter-brewery,ganter-brewery|ganter,,,,,,alkohole_wikidata,
Pilsner Urquell,pilsner-urquell,pilsner-urquell,beer|plzensky-prazdroj,beer,,Plzeňský Prazdroj,,alkohole_wikidata,
Absolut Vodka,absolut-vodka,absolut-vodka,sweden|pernod-ricard,,Sweden,Pernod Ricard,,alkohole_wikidata,
Pernod Fils,pernod-fils,pernod-fils,,,,,,alkohole_wikidata,
Classic Malts of Scotland,classic-malts-of-scotland,classic-malts-of-scotland,,,,,,alkohole_wikidata,
Bacardi Breezer,bacardi-breezer,bacardi-breezer,cuba,,Cuba,Bacardi,,alkohole_wikidata,
Henninger Brewery,henninger-brewery,henninger-brewery|henninger,,,,,,alkohole_wikidata,
Duvel Moortgat Brewery,duvel-moortgat-brewery,duvel-moortgat-brewery|duvel-moortgat,,,,,,alkohole_wikidata,
Boschendal,boschendal,boschendal,,,,,,alkohole_wikidata,
Aktienbrauerei Kaufbeuren,aktienbrauerei-kaufbeuren,aktienbrauerei-kaufbeuren,,,,,,alkohole_wikidata,
Rothaus,rothaus,rothaus,,,,,,alkohole_wikidata,
Lao Brewery Company,lao-brewery-company,lao-brewery-company|lao-brewery|lao,,,,,,alkohole_wikidata,
Holsten Brewery,holsten-brewery,holsten-brewery|holsten,germany,,Germany,,,alkohole_wikidata,
Mateus,mateus,mateus,wine,wine,,,,alkohole_wikidata,
Amstel Brewery,amstel-brewery,amstel-brewery|amstel,beer,beer,,,,alkohole_wikidata,
Oranjeboom,oranjeboom,oranjeboom,beer|netherlands,beer,Netherlands,,,alkohole_wikidata,
Snow beer,snow-beer,snow-beer,people-s-republic-of-china|china-resources-beer,,People's Republic of China,China Resources Beer,,alkohole_wikidata,
Ribena,ribena,ribena,united-kingdom,,United Kingdom,,,alkohole_wikidata,
Killian's,killians,killians,millercoors,,,MillerCoors,,alkohole_wikidata,
Get 27,get-27,get-27,aperitif,aperitif,,,,alkohole_wikidata,
Gini,gini,gini,,,,,,alkohole_wikidata,
Castel Group,castel-group,castel-group|castel,france,,France,,,alkohole_wikidata,
Kokanee beer,kokanee-beer,kokanee-beer,,beer,,,,alkohole_wikidata,
Les Brasseurs du Nord,les-brasseurs-du-nord,les-brasseurs-du-nord,,,,,,alkohole_wikidata,
Albani Brewery,albani-brewery,albani-brewery|albani,beer,beer,,,,alkohole_wikidata,
Sisi,sisi,sisi,netherlands,,Netherlands,,,alkohole_wikidata,
Zlatopramen,zlatopramen,zlatopramen,beer|pivovar-krasne-brezno,beer,,Pivovar Krásné Březno,,alkohole_wikidata,
McAuslan Brewing,mcauslan-brewing,mcauslan-brewing|mcauslan,,,,,,alkohole_wikidata,
Tanduay Distillers,tanduay-distillers,tanduay-distillers|tanduay,,,,,,alkohole_wikidata,
Molson Canadian,molson-canadian,molson-canadian,,,,Molson,,alkohole_wikidata,
Molson Export,molson-export,molson-export,beer|ale,beer|ale,,Molson,,alkohole_wikidata,
Mouton Cadet,mouton-cadet,mouton-cadet,wine,wine,,,,alkohole_wikidata,
Number One,number-one,number-one,beer,beer,,,,alkohole_wikidata,
Belikin,belikin,belikin,beer|belize,beer,Belize,,,alkohole_wikidata,
Monteith's,monteiths,monteiths,,,,,,alkohole_wikidata,
John Smith's Brewery,john-smiths-brewery,john-smiths-brewery|john-smiths,,,,,,alkohole_wikidata,
Prestige,prestige,prestige,beer|haiti|brasserie-nationale-d-haiti,beer,Haiti,Brasserie Nationale d'Haiti,,alkohole_wikidata,
Lindemans Pêcheresse,lindemans-pecheresse,lindemans-pecheresse,beer|belgium|lindemans-brewery,beer,Belgium,Lindemans Brewery,,alkohole_wikidata,
Xibeca,xibeca,xibeca,beer|s-a-damm,beer,,S.A. Damm,,alkohole_wikidata,
Sidi Brahim,sidi-brahim,sidi-brahim,,,,,,alkohole_wikidata,
